www.pallcare.asn.au.	A
login.commbiz.commbank.com.au.	AAAA
shop.magstore.com.au.	A
adimpact.com.au.	MX
nova937.com.au.	AAAA
www.rugsyd.com.au.	AAAA
assassin.nexon.com.au.	A
www.womensoccer.com.au.	A
aquascene.com.au.	AAAA
circavintageclothing.com.au.	A
www.crit-iq.com.au.	A
usyd.edu.au.	AAAA
www.2cutepartybags.com.au.	A
mailgatensw1.fairfax.com.au.	A
ingdirect.com.au.	AAAA
www.humansciences.mq.edu.au.	A
ingdirect.com.au.	MX
www.thecopiercompany.com.au.	AAAA
www.aro.com.au.	AAAA
www.glutenfree.com.au.	A
www.magicdust.com.au.	A
www.legislation.qld.gov.au.	AAAA
www.newstyledirect.com.au.	A
reedbusiness.com.au.	MX
www.getfoundingoogle.com.au.	AAAA
doomadgee.qld.gov.au.	A
reedbusiness.com.au.	MX
extendedvision.com.au.	A
www.planning.wa.gov.au.	AAAA
www.honeybee.com.au.	A
www.nursery.com.au.	A
www.whichfranchise.net.au.	AAAA
socialmediadaily.com.au.	A
stjeromes.wa.edu.au.	MX
wickedcampers.com.au.	AAAA
www.ingdirect.com.au.	A
ldr.newsltd.com.au.	MX
koolatsafety.com.au.	A
pegasustransfers.com.au.	MX
www.diamondcs.com.au.	A
parrotsociety.org.au.	MX
bridesdiary.com.au.	MX
southcom.com.au.	MX
www.sarahdavis.com.au.	A
www.vuu.com.au.	A
ses.library.usyd.edu.au.	A
www.colemangroup.com.au.	A
caulfield-glen-eira-leader.whereilive.com.au.	A
twf.com.au.	A
mysoul.com.au.	A
ngfarah.com.au.	MX
dodo.com.au.	MX
cadgroup.com.au.	A
congafoods.com.au.	A
nursing.edu.au.	AAAA
unsw.edu.au.	MX
www.mbaup.com.au.	A
lifespan.com.au.	MX
www.goodfoodshow.com.au.	AAAA
mx.ipera.net.au.	A
auscredits.com.au.	AAAA
rocknet.net.au.	MX
www.annemurray.net.au.	AAAA
charliebucket.com.au.	A
www.ingdirect.com.au.	AAAA
www.web-ideas.com.au.	A
aaa.com.au.	A
mail.pmdl.com.au.	A
www.allergynet.com.au.	AAAA
www.crowngroup.com.au.	A
smaart.com.au.	A
www.oilman.com.au.	A
integral.com.au.	MX
spitfire.com.au.	MX
www.uniquecarsandparts.com.au.	A
www.rsvp.com.au.	A
www.assa.edu.au.	AAAA
school.moodlemoot.com.au.	A
hotwater.build.com.au.	A
mail2.citywide.com.au.	A
southernphone.com.au.	AAAA
berkelouw.com.au.	A
selectownerscorp.com.au.	A
froggy.com.au.	MX
www.scentoflife.com.au.	A
www.moneymanagement.com.au.	A
www.lombards.com.au.	A
www.itadvocate.com.au.	AAAA
www.breakfastpointlifestyle.com.au.	A
ncoss.org.au.	AAAA
www.tenseconds.com.au.	A
tpm.com.au.	MX
www.ebgames.com.au.	A
www.ingdirect.com.au.	A
smtp.sub.net.au.	A
mailgate4.econ.usyd.edu.au.	A
rwwa.com.au.	A
wr.com.au.	MX
mail.legalaid.qld.gov.au.	A
www.allmusic.com.au.	A
www.aba.org.au.	AAAA
www.tac.vic.gov.au.	AAAA
ingdirect.com.au.	A
www.tafe.swinburne.edu.au.	A
www.cv.vic.gov.au.	A
kidsalive.com.au.	AAAA
scgi.ebay.com.au.	A
downings.com.au.	MX
adam.com.au.	MX
www.marsrecruitment.com.au.	A
mxproc.iseek.com.au.	A
www.salsas.com.au.	A
ozzi.com.au.	MX
asic.gov.au.	A
insites.com.au.	MX
www.peopleeffect.com.au.	AAAA
www.bollesafety.com.au.	A
www.unitedelectricalservices.com.au.	A
hatch.com.au.	MX
curtisbrown.com.au.	MX
acv.com.au.	AAAA
peterharveyco.com.au.	MX
amnet.net.au.	MX
www.youtravel.com.au.	A
reddog.net.au.	MX
pottery.ebay.com.au.	A
www.seek.com.au.	AAAA
www.supercuts.com.au.	A
www.cosl.com.au.	AAAA
newsltd.com.au.	MX
hibble.com.au.	MX
pu.com.au.	A
www.rsanow.com.au.	AAAA
www.betweenthelines.net.au.	A
benelli.com.au.	AAAA
motor.net.au.	A
www.solarsolar.com.au.	A
www.iriver.com.au.	A
aapt.net.au.	A
ingdirect.com.au.	AAAA
www.motorsportinsurance.com.au.	A
www.mab.com.au.	A
services.net.au.	MX
www.latinlover.com.au.	A
www.usp.com.au.	A
fujitsugeneral.com.au.	MX
frogs.org.au.	A
www.mcity.com.au.	A
www.moneymanagement.com.au.	A
i-o.net.au.	MX
www.fswshoes.com.au.	A
pacific.net.au.	MX
whk.com.au.	MX
www.ddm.org.au.	AAAA
completecolour.com.au.	A
ansonic.com.au.	A
www.ehealthcentral.com.au.	AAAA
hyperlink.net.au.	MX
www.rackitup.com.au.	A
resi.com.au.	A
maycot.com.au.	MX
www.michaelhutchence.com.au.	A
dodo.com.au.	MX
beans.net.au.	MX
www.astrology.com.au.	A
www.ingdirect.com.au.	A
davislangdon.com.au.	MX
www.rsvp.com.au.	A
www.bcreatives.com.au.	A
callista.com.au.	AAAA
www.goldenplains.com.au.	A
lhc.qld.edu.au.	AAAA
electel.com.au.	MX
www.glenroyexhaust.com.au.	AAAA
dominic.tas.edu.au.	MX
reedbusiness.com.au.	A
www.allbeauty.com.au.	A
ingdirect.com.au.	MX
giordano.com.au.	A
gardams.com.au.	AAAA
amigos.com.au.	AAAA
sbctc.com.au.	A
helen.halenet.com.au.	A
www.perthscorchers.com.au.	AAAA
jahroc.com.au.	A
mail.dodo.com.au.	A
motorcycle-insurance.com.au.	AAAA
oskar.com.au.	MX
associatedmarine.com.au.	MX
support.iprimus.com.au.	A
www.coffeeroasters.com.au.	AAAA
mhl.nsw.gov.au.	MX
www.cit.gu.edu.au.	A
dotars.gov.au.	A
www.allfourx4.com.au.	A
bel.uq.edu.au.	MX
solss.uow.edu.au.	AAAA
www.leaguehq.com.au.	AAAA
www.kieswines.com.au.	AAAA
www.accounting.unsw.edu.au.	A
28degreescard.com.au.	A
www.zodee.com.au.	AAAA
ingdirect.com.au.	A
www.scu.edu.au.	AAAA
www.nsw.gov.au.	AAAA
www.insidemma.com.au.	AAAA
argo.net.au.	MX
qldnet.com.au.	A
antiquitea.com.au.	AAAA
jmss.vic.edu.au.	MX
elders.com.au.	AAAA
townsvillebulletin.news.com.au.	AAAA
www.mcnf.com.au.	A
mail.donkyatt.com.au.	A
www.ingdirect.com.au.	AAAA
www.pokiesonline.net.au.	A
ncahs.health.gov.au.	MX
www.ingdirect.com.au.	A
permaculturewest.org.au.	A
bigpond.net.au.	A
www.4zzzfm.org.au.	A
www.arazpa.org.au.	A
accc.gov.au.	MX
unsworks.unsw.edu.au.	A
ideaworks.com.au.	MX
lifecare.org.au.	A
www.restaurantassociates.com.au.	A
sparc.net.au.	A
transport.qld.gov.au.	A
www.xxxxsummer.com.au.	A
saatchi.com.au.	MX
jaba.com.au.	MX
clockwork.com.au.	MX
www.cotedazurnelsonbay.com.au.	A
financefunding.com.au.	AAAA
mail.brockcommercial.com.au.	A
saintpatricks.nsw.edu.au.	MX
darwinexecutiveapartments.com.au.	A
www.mastershop.com.au.	A
coopers.com.au.	A
ingdirect.com.au.	MX
www.cut2shreds.com.au.	A
www.mytoshiba.com.au.	A
mailfilter.itd.uts.edu.au.	A
teaching.unsw.edu.au.	AAAA
media.hsv.com.au.	A
anao.gov.au.	A
www.honeymoonvineyard.com.au.	A
www.flaminfabrications.com.au.	A
feeds.news.com.au.	A
smtp.fishinternet.com.au.	A
mcwebs.com.au.	AAAA
asial.com.au.	AAAA
www.jetta.com.au.	AAAA
csa.gov.au.	A
cbp.com.au.	MX
www.auskey.abr.gov.au.	AAAA
www.espressohead.com.au.	AAAA
reedbusiness.com.au.	A
www.moneymanagement.com.au.	A
www.philippineholidays.com.au.	AAAA
smtp.thehub.com.au.	A
www.ebay.com.au.	A
belindajones.com.au.	MX
www.cybernamix.com.au.	A
acms.sl.nsw.gov.au.	AAAA
www.usability.com.au.	A
dailytelegraph.com.au.	AAAA
www.rsvp.com.au.	AAAA
mail.usyd.edu.au.	MX
www.surfingart.com.au.	A
www.uptheduffbook.com.au.	A
spot.com.au.	MX
www.breakfastwithaudrey.com.au.	A
www.finity.com.au.	A
www.exfoliators.com.au.	AAAA
www.sydney.edu.au.	A
www.moneymanagement.com.au.	A
www.focusbikes.com.au.	A
www.digital.org.au.	AAAA
sportsmanswarehouse.com.au.	MX
www.capitaloffice.com.au.	AAAA
mx.cs.usyd.edu.au.	A
www.ecolsoc.org.au.	AAAA
mailgate1.econ.usyd.edu.au.	A
dvrcv.org.au.	A
ftp.iinet.net.au.	AAAA
feeds.news.com.au.	A
www.kissfm.com.au.	A
spiritus.org.au.	MX
burnside.sa.gov.au.	A
iress.com.au.	MX
gate2.tech2u.com.au.	A
mail.beesafe.com.au.	A
forsterbus.com.au.	A
www.capital360.com.au.	AAAA
www.cigarworld.com.au.	A
mail01.lucas.com.au.	A
www.rowenta.com.au.	AAAA
e-wire.net.au.	MX
hollywoodnails.com.au.	AAAA
my.yahoo.com.au.	A
optushome.com.au.	A
bondigirlssurfriders.com.au.	AAAA
www.prosthodontics.com.au.	A
food.ninemsn.com.au.	A
www.deeperdays.com.au.	A
www.eet.unsw.edu.au.	AAAA
panasonic.com.au.	AAAA
connexus.com.au.	A
feeds.smh.com.au.	A
www.ecreate.com.au.	AAAA
www.trisand.com.au.	A
gisnet.net.au.	MX
www.totalimagegroup.com.au.	A
optuszoo.sportal.net.au.	A
jbeans.com.au.	AAAA
rivernet.com.au.	MX
vtown.com.au.	A
www.jaba.com.au.	A
reedbusiness.com.au.	MX
sbs.com.au.	MX
hayhouse.com.au.	AAAA
spe.publishing.uwa.edu.au.	AAAA
www.lawyers.com.au.	A
optusnet.com.au.	MX
canadabay.nsw.gov.au.	MX
www.ridemedia.com.au.	AAAA
www.jwire.com.au.	AAAA
netcon.net.au.	A
www.floorsofdistinction.com.au.	A
www.perthnow.com.au.	A
muli.com.au.	MX
datsunparts.com.au.	MX
vca.unimelb.edu.au.	A
fok.airstrip.com.au.	A
www.foxnetwork.com.au.	A
dpac.tas.gov.au.	MX
www.coralcoe.org.au.	A
smtp1.techinfo.com.au.	A
anhf.org.au.	MX
www.aracy.org.au.	A
www.australiancertified.com.au.	A
auscub.com.au.	MX
www.atp.com.au.	AAAA
cccmail.ccc.wa.gov.au.	A
sprintpeople.com.au.	AAAA
www.alumni.unsw.edu.au.	A
auski.com.au.	A
mail.melbournefinance.com.au.	AAAA
ingdirect.com.au.	AAAA
www.acyd.org.au.	AAAA
www.rtrfm.com.au.	A
www.thesocietyinc.com.au.	AAAA
www.sthelena.vic.edu.au.	A
www.ea.org.au.	A
www.mimdesign.com.au.	A
datasearch.uts.edu.au.	A
ntp.cs.mu.oz.au.	A
www.cfoweb.com.au.	AAAA
oblates.com.au.	AAAA
www.wesfarmers.com.au.	A
static2.cartoonnetwork.com.au.	A
www.preciseautocraft.com.au.	A
cellnet.com.au.	MX
www.democrats.org.au.	A
www.powermove.com.au.	A
wordconstructions.com.au.	AAAA
maild.goldcoast.qld.gov.au.	A
enc.com.au.	A
reedbusiness.com.au.	MX
www.larryscustomcycles.com.au.	A
www.aigroup.asn.au.	A
www.dbanetwork.com.au.	A
resquare.ca.	A
tcpl.ca.	A
bam.on.ca.	A
suivi.evenko.ca.	A
coxhanson.ca.	MX
www.zobo.ca.	A
spacingmontreal.ca.	A
forum.kijiji.ca.	A
igoogle.ca.	AAAA
nlh.nl.ca.	A
yahoo.ca.	MX
www.moneyville.ca.	A
unb.ca.	A
umfa.ca.	MX
mail.communityservicescouncil.ca.	A
www.davidsbridal.ca.	A
link.camelino.ca.	AAAA
picasaweb.google.ca.	AAAA
boolable.ca.	A
musica.	AAAA
rdee-ont.ca.	MX
www.espaces.ca.	AAAA
www.bathmate.ca.	A
www.bestbreakfast.ca.	A
www.lemontroyal.qc.ca.	A
www.eng.mcmaster.ca.	A
read.chcm.ubc.ca.	A
sympatico.ca.	MX
ns1.blink.ca.	AAAA
m5.eastlink.ca.	A
www.poni.ca.	A
www.brista.ca.	AAAA
anthonyyeung.ca.	A
www.bcscta.ca.	A
poolplayers.ca.	AAAA
action.web.ca.	AAAA
www.iplay.ca.	A
briarlane.ca.	A
smtp.srv.ualberta.ca.	AAAA
smtp.blink.ca.	A
nfbkids.ca.	A
www.icascanada.ca.	A
yahoo.ca.	MX
www.admissions.ualberta.ca.	A
rentcash.ca.	MX
ahsl.ca.	MX
rss.cbc.ca.	A
premiumcars.autotrader.ca.	A
bc.rentershotline.ca.	A
zeppelin.sasknet.sk.ca.	A
montreal.olx.ca.	A
ns2.yaknet.ca.	AAAA
funcampco.ca.	A
mail.dd-rd.ca.	A
gyptech.on.ca.	MX
tmmc.ca.	MX
serecon.ca.	MX
windsor.olx.ca.	AAAA
courrier.fadq.qc.ca.	A
queensu.ca.	AAAA
internetshakespeare.uvic.ca.	AAAA
www.marbleslab.ca.	A
www.stlawrencecollege.ca.	A
mx1.satelcom.qc.ca.	A
www.tobaccolabels.ca.	AAAA
ise.qc.ca.	A
www.divine.ca.	A
meg.drs.ca.	A
ns.sympatico.ca.	MX
laurierelectric.ca.	MX
mail.isure.ca.	A
mx2.bloodservices.ca.	A
www.mikeybustos.ca.	A
mx3.start.ca.	AAAA
virginradio.ca.	A
www.allaboutshoes.ca.	AAAA
citrys.ca.	A
www.givetoqueens.ca.	A
yahoo.ca.	MX
mx0.uniserve.ca.	A
www.bahai-studies.ca.	A
www.amazon.ca.	A
endirect.radio-canada.ca.	A
funcampco.ca.	MX
www.umontreal.ca.	A
coopatlantic.ca.	MX
www.amazon.ca.	A
rss.cbc.ca.	A
yeglive.ca.	A
linux.ca.	MX
mail.navcanada.ca.	AAAA
www.entreprisescanada.ca.	A
boompa.ca.	MX
videotron.ca.	A
becauseiamagirl.ca.	A
www.ratesupermarket.ca.	AAAA
people.uleth.ca.	A
ticketweb.ca.	AAAA
quarantine.royallepage.ca.	A
www.amo.qc.ca.	AAAA
sympatico.ca.	A
www.nobodycares.ca.	AAAA
fredericton.kijiji.ca.	AAAA
smtp.loyalistc.on.ca.	A
education.library.ubc.ca.	A
www.keatingstorage.ca.	A
www.fintrac.gc.ca.	A
ssms.socialsciences.uottawa.ca.	A
appleby.on.ca.	MX
www.ucs.mun.ca.	AAAA
rabble.ca.	A
tbwifi.ca.	MX
kohlander.royalroads.ca.	A
mx.lon.terago.ca.	A
coquitlam.ca.	MX
xenophile.ca.	A
www.geography.uwo.ca.	A
saskatchewan.kijiji.ca.	A
networx.on.ca.	MX
yahoo.ca.	A
ngl.ca.	MX
www.mitutoyo.ca.	A
www.tao.ca.	A
personals.sympatico.ca.	A
www.cme.med.ubc.ca.	A
mail.mcgill.ca.	AAAA
www.sq.gouv.qc.ca.	A
homes.mitula.ca.	A
mail1.augustana.ualberta.ca.	A
news.google.ca.	A
www.thecomedynetwork.ca.	AAAA
contests.sympatico.ca.	AAAA
soccer.on.ca.	MX
www.msn.yellowpages.ca.	A
www.thegatesofdawn.ca.	AAAA
live.ca.	A
hub.ebay.ca.	A
www.medicalabortion.ca.	A
sxm.quickplay.ca.	A
smtp.netscape.ca.	A
nb.sympatico.ca.	MX
outlook.bayviewglen.ca.	A
airtimeexpress.ca.	A
www.plugins.gov.on.ca.	A
techmax.ca.	AAAA
mrcbellechasse.qc.ca.	MX
gingerlove.ca.	A
aquatics.ubc.ca.	A
www.itbusiness.ca.	AAAA
www.jergensbeautifuldifference.ca.	A
is.ca.	A
evolution.ca.	MX
mx2.nci.ca.	A
videotron.ca.	MX
biology.queensu.ca.	A
www.nuclearfaq.ca.	A
yahoo.ca.	MX
fiti.ca.	MX
regina.craigslist.ca.	A
www.hvacworld.ca.	A
panasonic.ca.	MX
coolcanucks.ca.	A
citizenship.microsoft.ca.	A
barracuda.westworld.ca.	A
dace.ca.	A
zig.ca.	MX
cancer.sd35.bc.ca.	A
www.hiaa.ca.	AAAA
mail.kenora.ca.	A
crchul.ulaval.ca.	MX
relais.cegepsherbrooke.qc.ca.	A
ee.umanitoba.ca.	A
oar.nipissingu.ca.	A
lsminsurance.ca.	MX
ville.saint-eustache.qc.ca.	MX
images.realtor.ca.	AAAA
abovethefold.ca.	MX
www.classroomconnection.ca.	A
www.tourette.ca.	A
www.usuniversities.ca.	A
www.goodyear.ca.	A
learningcommons.ubc.ca.	A
passport.ca.	MX
3vis.ca.	MX
www.revetementexterieur.ca.	A
www.kellyservices.ca.	A
www.gc.ca.	AAAA
simcom.on.ca.	MX
mail2.hatch.ca.	A
mxmta.sympatico.ca.	A
seltec.ca.	A
www.yesmag.ca.	AAAA
alzheimer.ns.ca.	MX
www.makita.ca.	A
gwmailgate.gwl.ca.	A
sync.sympatico.ca.	A
beach.cc.uottawa.ca.	AAAA
cs.mcgill.ca.	A
www.voyagesinternet.ca.	A
mailgateway.firstcanadian.ca.	A
bilan.usherbrooke.ca.	A
yahoo.ca.	MX
rss.cbc.ca.	A
www.lays.ca.	A
www.cdtv.ca.	A
www.blueplanetrecycling.ca.	AAAA
rss.cbc.ca.	A
www.apheo.ca.	A
www.international.gc.ca.	A
ws.radio-canada.ca.	A
www.buyairsoft.ca.	AAAA
actra.ca.	MX
www.piac.ca.	AAAA
cog.ca.	MX
eastlink.ca.	MX
cvrd.bc.ca.	MX
www.yummymummyclub.ca.	A
www.bclaws.ca.	A
www.3minuteshorts.ca.	A
appsci.queensu.ca.	AAAA
www.ece.queensu.ca.	A
prhc.on.ca.	MX
www.montrealsauna.ca.	A
www.renison.uwaterloo.ca.	A
cfmb.ca.	MX
videotron.qc.ca.	MX
accu-rate.ca.	MX
www.cma.ca.	A
figment.ca.	MX
london.flyerland.ca.	A
sympatico.ca.	MX
swaymag.ca.	A
cementation.ca.	A
quebec.propertysold.ca.	A
blog.rockhistory.ca.	A
confederationc.on.ca.	MX
www.reelco.ca.	A
uleth.ca.	A
uahoo.ca.	A
start.ca.	A
knowledgetranslation.ca.	A
www.me.uvic.ca.	A
nlc.bc.ca.	MX
www.baystreet.ca.	A
pet-supplies.shop.ebay.ca.	AAAA
privacybydesign.ca.	A
mxyvr2.mda.ca.	A
canadaturk.ca.	MX
live.ca.	MX
lsd.uoguelph.ca.	MX
aodt.ca.	AAAA
hopkins.ab.ca.	A
yahoo.ca.	MX
primus.ca.	MX
chicken.ca.	A
www.mediawizard.ca.	AAAA
raqi.ca.	MX
www.olx.ca.	A
windsor.olx.ca.	A
mcmaster.ca.	MX
yahoo.ca.	MX
mailm.thomascookgroup.ca.	A
filter2013.zerospam.ca.	A
fbmi.ca.	MX
yahoo.ca.	MX
dfait-maeci.gc.ca.	A
netfirms.ca.	AAAA
watch.tsn.ca.	A
www.sbr.gov.bc.ca.	A
www.heraldry.ca.	A
www.excellence-earlychildhood.ca.	A
envedette.ca.	A
mxer.cis.mcmaster.ca.	A
emba.schulich.yorku.ca.	MX
gmn.ulaval.ca.	MX
www.ccts-cprst.ca.	AAAA
videotro.ca.	A
www.candevs.ca.	A
lemico.ca.	MX
mabo.ca.	A
www.alhudainstitute.ca.	A
smtp.shaw.ca.	A
www.online-casino-games.ca.	A
bstage.ca.	MX
www.termiumplus.gc.ca.	AAAA
uqar.qc.ca.	MX
www.mme.uwaterloo.ca.	A
erictam.ca.	MX
japan.apike.ca.	A
www.friends.ca.	AAAA
stylestudio.xmgames.ca.	AAAA
dofasco.ca.	A
www.drugrehab.ca.	AAAA
www.acoa-apeca.gc.ca.	A
newman.ccohs.ca.	A
sympatco.ca.	MX
brocheusesmontreal.ca.	MX
mobiletv.bell.ca.	A
scrc.umanitoba.ca.	MX
www.astronomie2009.ca.	A
rss.cbc.ca.	A
www.chem.utoronto.ca.	A
assets.wwf.ca.	A
www.nr.gov.nl.ca.	AAAA
smtpcorp2.reitmans.ca.	A
www.ntv.ca.	A
odec.ca.	A
www.phonepages.ca.	A
www.flyok.ca.	AAAA
mail1.nlh.nl.ca.	A
www.crtc.gc.ca.	A
www.usra.ca.	AAAA
www.chat-room.ca.	A
och.ca.	A
www.ajax.ca.	AAAA
mail.paulcomm.ca.	A
idcmail.shaw.ca.	A
mail.cesco.ca.	A
webmail.utoronto.ca.	A
www.smya.ca.	A
thegauntlet.ca.	MX
www.g4techtv.ca.	A
www.animextreme.ca.	A
www.expedia.ca.	A
publicite.radio-canada.ca.	A
mx2.mda.ca.	A
www.google.ca.	A
herbalmagic.ca.	A
alumni.uvic.ca.	MX
www.zoology.ubc.ca.	AAAA
www.brandonu.ca.	A
www.stages.alternatives.ca.	AAAA
www.stcatharines.ca.	A
www.ebay.ca.	A
www.cna-acj.ca.	A
encoreavenue.ca.	A
mail2.services.netscape.ca.	A
payments.ebay.ca.	AAAA
yaknet.ca.	MX
mail3.caw.ca.	A
yfile.news.yorku.ca.	A
uvlp.ca.	MX
drcareers.ca.	A
www.ebay.ca.	A
experience.hec.ca.	A
somadesign.ca.	A
w.wayground.ca.	A
penneygroup.ca.	A
mx-backup.primus.ca.	A
enel.ucalgary.ca.	MX
bellnet.ca.	MX
www.rastaonline.ca.	AAAA
bellaliant.ca.	MX
courseweb.edteched.uottawa.ca.	AAAA
www.sourceid.ca.	A
earthlyimages.ca.	A
capp.ca.	MX
vrhb.bc.ca.	MX
sympatico.ca.	MX
leg.bc.ca.	MX
future.ca.	MX
galaxybattery.ca.	A
mailsecure.oceanhost.ca.	A
www.harriskia.ca.	A
fryeblog.blog.lib.mcmaster.ca.	AAAA
www.pgc.nrcan.gc.ca.	A
theedge.ca.	MX
schneiderfoods.ca.	A
www.g8.utoronto.ca.	AAAA
www.education.gov.yk.ca.	A
brainflex.ca.	A
www.longshot.ca.	A
centraleastontario.cioc.ca.	AAAA
img1ca.trovit.ca.	A
www.dnd.ca.	A
sct.gouv.qc.ca.	MX
cw.bc.ca.	MX
scc.ca.	MX
www.finance.esg.uqam.ca.	A
town.lasalle.on.ca.	MX
www.vbce.ca.	AAAA
shaw.ca.	A
www.genzel.ca.	AAAA
www.ottawaartgallery.ca.	A
ercb.ca.	MX
reader.metronews.ca.	A
cdn.media.yp.ca.	A
tec4.ca.	MX
www.math.unb.ca.	A
www.hrandequity.utoronto.ca.	A
aspect.bc.ca.	MX
www.library.ubc.ca.	A
barracuda.edu.yorku.ca.	A
solariumdeparis.ca.	MX
www.scene.ca.	AAAA
www.nsi-canada.ca.	A
www.opp.ca.	A
arenacross.ca.	A
tumblr.ryancoleman.ca.	A
america.	A
canada.gc.ca.	AAAA
rss.cbc.ca.	A
www.ngnews.ca.	A
chl.ca.	A
www.ugrad.cs.ubc.ca.	A
vur.ca.	A
concours.sympatico.ca.	A
monstertemplate.ca.	A
smtpin.eastlink.ca.	A
www.pwc.k12.nf.ca.	AAAA
hrrh.on.ca.	MX
inside.eciad.ca.	A
service.ipont.ca.	AAAA
www.stormy.ca.	A
mail1.gov.yk.ca.	A
www.villanova.k12.nf.ca.	A
smtp1.fcl.ca.	A
mail.web.ca.	A
www.getcracking.ca.	A
mail.mdpinchercreek.ab.ca.	A
pubs.casi.ca.	A
mx0.ntl.sympatico.ca.	A
whughes.ca.	MX
mobilexchange.ca.	MX
smtp.mie.utoronto.ca.	A
www.careerowl.ca.	A
uoguelph.ca.	A
www.russianwoman.ca.	AAAA
www.design-writer.ca.	A
www.math.uwaterloo.ca.	AAAA
shaw.ca.	MX
cira.ca.	MX
eba.ca.	MX
ns1.nbc.netcom.ca.	A
www.quebecairport.ca.	A
www.teamradio.ca.	A
www.dancotrans.ca.	AAAA
gamemaster.qc.ca.	MX
krismer.ca.	MX
logicielseducatifs.qc.ca.	A
dmr.ca.	MX
yahoo.ca.	MX
lightingsolutions.ca.	A
www.cegep-ste-foy.qc.ca.	A
cgocable.ca.	MX
sympatico.ca.	MX
www.myheartbeatsto.ca.	A
www.ualberta.ca.	A
www.myconcordia.ca.	A
www.gov.pe.ca.	AAAA
bnc.ca.	A
thecurtisparadisshow.ca.	AAAA
www.educaloi.qc.ca.	A
accnet.ca.	A
www.mercedes-benz.ca.	A
videotron.smartfind.ca.	A
maps.google.ca.	A
lemico.ca.	A
mail.avanti.ca.	AAAA
yellowknife.craigslist.ca.	A
live.ca.	MX
www.crossfit.ca.	AAAA
jobsearch.monster.ca.	A
shaw.ca.	MX
www.ili.ca.	A
www.commissionaires.ca.	A
mail2.comfo.ca.	A
www.hellomagazine.ca.	A
www.azevedo.ca.	A
weatheroffice.ec.gc.ca.	A
mail.megacomputers.ca.	A
mcg.ca.	A
groups.google.ca.	A
cabsys.ca.	MX
statcan.ca.	MX
www.gopad.ca.	A
stylusgroup.ca.	A
www.elsevier.ca.	A
www.regions.cadets.forces.gc.ca.	A
imsgroup.ca.	A
mail.monisys.ca.	A
sympatico.ca.	MX
molbiol-tools.ca.	A
gwg.on.ca.	MX
recit.qc.ca.	A
tpi.ca.	MX
smtp2.lawtons.ca.	A
